贺拔岳 阿斗泥
丘民仰 长白
宋长白 长白
李庚 长白
吴三桂 长白
萧坚 长白
林尊 长宾
欧阳地余 长宾
张山拊 长宾
卫咸 长宾
许商 长伯
郑纯 长伯
萧会理 长才
杨山松 长苍
阮浑 长成
锡光 长冲
魏咏之 长道
颜复 长道
谢朗 长度
陈启源 长发
李幼卿 长夫
陆西星 长庚
宋应星 长庚
吴震生 长公
张瑞图 长公
杨光先 长公
张挚 长公
洛下闳 长公
夏侯胜 长公
韩延寿 长公
田仁恭 长贵
陈元达 长宏
房景伯 长晖
卢景亮 长晦
杜毗 长基
李贺 长吉
顾起经 长济
赵晔 长君
路温舒 长君
华廙 长骏
顾恺之 长康
沈自晋 长康
李常 长康
周恺 长康
范明泰 长康
裴宽 长宽
夏侯沂 长况
韩邦 长林
韩凤 长鸾
王德普 长民
包尔庚 长明
阮韬 长明
康绚 长明
马元熙 长明
冯景 长明
张天永 长年
郭元靖 长宁
赵孝 长平
陈曼 长倩
黄宗昌 长倩
萧望之 长倩
褚秀之 长倩
范允临 长倩
韦粲 长茜
司马相如 长卿
边景元 长卿
石全彬 长卿
吴汉英 长卿
吴羽文 长卿
孟喜 长卿
李稷 长卿
李棠 长卿
嵇元夫 长卿
杨伯元 长卿
刘秉恕 长卿
黄体元 长卿
殷不害 长卿
陈康伯 长卿
温体仁 长卿
温羡 长卿
薛广德 长卿
贾炎 长卿
施仇 长卿
屠隆 长卿
董士元 长卿
夏侯建 长卿
蓝千秋 长清
史绳祖 长庆
宋国永 长庆
汤其仁 长人
张仁熙 长人
高元美 长人
吴元龙 长仁
崔光 长仁
卢恺 长仁
郭荣 长荣
顾黯 长孺
金虞 长孺
邵正魁明代文人。... 长孺
丁元荐 长孺
聂冠卿 长孺
宋鹤龄 长孺
石公孺 长孺
汲黯 长孺
李枟 长孺
李曾伯 长孺
韩安国 长孺
常茂 长孺
徐霆 长孺
许闻造 长孺
唐元 长孺
唐伯虎 长孺
韦贤 长孺
张鹤龄 长儒
黄伯思 长睿
徐养元 长善
黄痒 长善
王冲 长深
贾谧 长深
屈恒 长生
苻生 长生
刘暾 长升
刘殷 长盛
顾众 长始
元寿 长寿
赵咏 长舒
王绚 长素
郭原平 长泰
米放 长通
朱放 长通
盛览 长通
陈稜 长威
王宏 长文
吴彦国 长文
元鉴 长文
孟梦恂 长文
陈群 长文
胡元质 长文
范弘之 长文
甄宇 长文
吴奎 长文
吴洪德 长翁
梁丘贺 长翁
费直 长翁
令狐熙 长熙
李祐 长禧
郭翻 长翔
皇甫和 长谐
江东之 长信
王烈 长休
吐万绪 长绪
孙邵 长绪
羊亮 长玄
孙谦 长逊
吕宫 长音
萧嗣 长胤
王锬 长颖
傅迪 长猷
陈元康 长猷
樊倏 长鱼
刘鲕 长鱼
和峤 长舆
薛士珩 长玙
傅咸 长虞
王悦 长豫
徐爰 长玉
颜师伯 长渊
樊建 长元
程卫 长元
李渎 长源
李汾 长源
李泌 长源
孔延之 长源
郝澄 长源
浦源 长源
冯 长源
罗泌 长源
左泌 长源
储国钧 长源
刘淮夫 长源
钟 长岳
邓骞 长真
张凭 长宗
吴振缨 长组
段晖 长祚
瞿中溶 苌生
赵逢 常夫
黄智深 常甫
张邦奇 常甫
孔武仲 常父
黄彻 常明
茅阳 常清
上官正 常清
李虚中 常容
江忠源 常孺
义寂 常照
葛立方 常之
向敏中 常之
王彝 常宗
黄甲云 唱韩
张远 超然
李长庚 超人
韦鼎 超盛
李至清 超无
王升 超之
顾凤毛 超宗
杜轸 超宗
叶凤毛 超宗
左昂 巢生
董基 巢雄
许箕 巢友
陈范 朝弼
王霦 朝采
钱元昌 朝采
杨士聪 朝彻
刘稳 朝重
郭尚宾 朝谔
蒋宥 朝恩
金时仪 朝九
何垕 朝举
孟超然 朝举
陈璘 朝爵
权邦彦 朝美
周成 朝美
边瑀 朝佩
孔彦缙 朝绅
侯良柱 朝石
郑一初 朝朔
孙伟 朝望
徐纮 朝文
孙玺 朝信
潭维鼎 朝铉
吴誾 朝言
林宋卿 朝彦
吴暾 朝阳
吴琳 朝阳
程鸣凤 朝阳
边伟 朝仪
曲锐 朝仪
屠湖 朝隐
吴茂 朝英
闵圭 朝英
宗玺 朝用
晏珠 朝用
詹圭 朝章
谢绶 朝章
陆圭 朝璋
吴海 朝宗
屠滽 朝宗
汪广洋 朝宗
章頔 朝宗
张汴 朝宗
侯方域 朝宗
黄沔 朝宗
耶律韩八 嘲隐
尹坚 潮春
喻江 潮之
仝轨 车同
张深 彻侯
耶律庶箴 陈甫
陈胜 陈涉
陈绎辰 陈也
邹之麟 臣虎
邓绍良 臣若
米圻安 臣税
高伏护 臣援
郇越 臣仲
薛宣 辰令
江闿 辰六
朱建子 辰起
李延是 辰山
王衡 辰玉
赵信 辰垣
周宣猷 辰远
刘桢 宸翰
朱杰 宸章
赖棐 忱甫
许棐 忱父
沈祚昌 乘时
刘凤诰 丞牧
牛惟炳 承庵
马齐 承伯
梁允植 承笃
李道宗 承范
李绍 承芳
杨继宗 承芳
孙流 承公
胡世将 承公
王胄 承基
王从善 承吉
张祜 承吉
田昼 承君
王绍宗 承烈
明僧绍 承烈
杨荐 承略
郑学醇 承孟
潘浚 承明
范粲 承明
席上锦 承裳
滕胤 承嗣
陈庄 承肃
杨渥 承天
周安节 承五
郭应祥 承禧
蔡祐 承先
楼玄 承先
丁茂桂 承休
郭荷 承休
长孙冀归 承业
陈胤 承业
乐运 承业
贺德基 承业
刘胤 承胤
赵嘏 承祐
李昆 承裕
丁奉 承渊
陈深 承源
陈嶷 承岳
郭应龙 承云
赵维烈 承哉
魏绍 承之
聂贤 承之
王正贞 承之
赵鼎臣 承之
薛绍 承之
傅烈 承仲
李嗣真 承胄
王嗣 承宗
孔祗 承祖
蓝继宗 承祖
陈寿 承祚
张整 成伯
徐謇 成伯
柳登 成伯
邓祚 成材
成景俊 成超
王公彦 成德
潘慎修 成德
金学坚 成峰
潘禋 成夫
来蕃 成夫
张杞 成夫
钱用壬 成夫
陈绍大 成甫
叶由庚 成甫
蒋公顺 成父
段季实 成公
刘熙 成国
高继冲 成和
和凝 成绩
焦继勋 成绩
石余亭 成己
吴全节 成季
李昭玘 成季
洪拟 成季
江德量 成嘉
赖珍 成九
王概 成木
刘玉汝 成仁
侯安都 成师
上官凝 成叔
欧阳龙生 成叔
李鸣复 成叔
牵秀 成叔
王凝 成庶
张澹 成文
王著 成象
尉聿 成兴
达奚武 成兴
黄继善 成性
张茂 成逊
姚勉 成一
吴德信 成友
李惇 成裕
高宽 成裕
胡幼黄 成玉
杨彦询 成章
杨方炽 成章
濮璜 成章
李玉 成章
裴斐 成章
顾大信 成之
杜范 成之
李性传 成之
金诚 成之
蔡天祐 成之
乐韶 成之
刘衍 成之
叶武子 成之
胡友信 成之
蒋昪 成之
邓孝甫 成之
耶律铸 成仲
许奕 成子
田腴 诚伯
张悫 诚伯
杨芳 诚村
江忠信 诚夫
袁明善 诚夫
范纯 诚夫
宋本 诚夫
赵一清 诚夫
孔璠 诚甫
吴起孙 诚甫
徐自明 诚甫
孙诸 诚甫
黄宗明 诚甫
谢诇 诚甫
柳公权 诚愍
何实 诚卿
娄忱 诚善
沈贵宝 诚叔
王绰 诚叟
徐存 诚叟
刘禋 诚吾
沈鲁 诚学
钱岩 诚允
曾胜 诚斋
王信 诚之
金从龙 诚之
任颛 诚之
石彦诚 诚之
沈询 诚之
李征 诚之
李师中 诚之
欧阳恂 诚之
游九言 诚之
傅询 诚之
张存 诚之
段成己 诚之
文元星 城百
韦皋 城武
卓明卿 澄甫
黄世清 澄海
黄溥 澄济
宇文测 澄镜
倪志远 澄可
崔湜 澄澜
苏洸 澄老
仲元熙 澄生
范汶 澄吾
宋广业 澄溪
德清 澄印
李用清 澄斋
高湜 澄之
叶成忠 澄衷
李良佐 痴和
道冲 痴绝
万启琛 篪轩
余懋衡 持国
韩维 持国
程良筹 持卿
沈枢 持要
颜博文 持约
韩存中 持正
皇甫湜 持正
谢湜 持正
张昭远 持正
宋湜 持正
沈思 持正
李平 持正
蔡确 持正
路昌衡 持正
童大定 持之
薛置 持志
纪容舒 迟叟
王命岳 耻古
吴焯 尺凫
萧云从 尺木
王旭 赤城
朱峤 赤城
顾景星 赤方
吴炎 赤溟
王丹林 赤抒
蒋骥 赤霄
孙玚 赤崖
唐建中 赤子
王谦 敕万
梁季珌 饬父
程一飞 冲甫
阿克敦 冲和
崔简 冲亮
吴充 冲卿
马攀龙 冲霄
范鹏 冲一
许将 冲元
程羽 冲远
高越 冲远
邓处讷 冲韫
归登 冲之
吕景初 冲之
刘沆 冲之
杨宏中 充甫
黎慎 充辉
林积仁 充美
朱日辉 充美
靳贵 充遂
王扩 充之
吴省钦 充之
周广 充之
唐广仁 充之
万斯大 充宗
林环 崇璧
欧阳铎 崇道
徐侨 崇甫
刘观 崇观
尹台 崇基
谷阐 崇基
何东序 崇教
朱裒 崇晋
房晖远 崇儒
刘墉 崇如
来护儿 崇善
周述 崇述
陆象先 崇贤
张璧 崇象
董应举 崇相
舒弘绪 崇孝
尚大伦 崇雅
王永积 崇岩
欧阳德 崇一
梁善长 崇一
汪德钺 崇义
李克修 崇远
王竣 崇瞻
陈世良 崇之
傅鼎 重庵
刘辉 重昌
徐大任 重夫
侯莫陈厦 重构
李袭志 重光
李煜 重光
顾天锡 重光
华銈 重光
李百药 重规
萧遥欣 重晖
祝书 重君
童汉臣 重良
陈鼎 重器
萧誉 重孙
郗昙 重熙
崔咸 重易
李甲 重元
项承恩 宠生
范承吉 宠之
罗畸 畴老
颜伯录 畴叔
王思训 畴五
奚和朔奴 筹宁
耶律石柳 酬宛
叔孙俊 丑归
封津 丑汉
元绍 丑伦
王励 丑兴
吴玨 樗叟
沈廷瑞 樗崖
茅濛 初成
尹敏 初季
马熙 初明
林章 初文
冯梦得 初心
商维濬 初阳
李复 初阳
王复 初阳
孙元化 初阳
孟棨 初中
晁仲询 刍民
吴楚材 楚材
耿如杞 楚材
秦梓 楚材
陈杞 楚材
邓林 楚材
葛邲 楚辅
杜曾 楚公
宋思玉 楚鸿
射英 楚华
皇甫真 楚季
徐锴 楚金
游元 楚客
周杲 楚揆
鲍兰 楚来
李南公 楚老
裴湘 楚老
胡光北 楚良
卢詹 楚良
解叔谦 楚梁
潘环 楚奇
刘鹗 楚奇
许珩 楚生
梵琦 楚石
王沔 楚望
黄泽 楚望
熊之垣 楚香
白瑜 楚英
江柟 楚余
马如玉 楚屿
何复汉 楚玉
郑逢兰 楚泽
舒昆山 楚瞻
施彦生 楚珍
蒋鸣玉 楚珍
刘宝楠 楚桢
郎颖 楚之
桑豸 楚执
蒋翘 楚稚
南金 楚重
钱肃润 础日
白楹 础之
张陵 处冲
王湛 处冲
尹材 处初
宗隐 处道
王厚 处道
王沉 处道
杨素 处道
封孚 处道
卢挚 处道
秦湛 处度
童基 处方
刘休宾 处干
余端礼 处恭
朱谦之 处光
宋矩 处规
刘沨 处和
钱端礼 处和
王含 处弘
杜兼 处弘
安惇 处厚
家愿 处厚
马默 处厚
唐肃 处敬
陶淡 处静
胡世安 处静
长孙平 处均
赵子澄 处廉
朱选之 处林
陈以诚 处梦
张定和 处谧
王舒 处明
宋隐 处默
吴隐之 处默
沈 处默
郭义 处仁
吴公约 处仁
崔邠 处仁
徐岱 处仁
章侨 处仁
曾孝蕴 处善
朱广之 处深
陆寿名 处实
王隐 处叔
梁履绳 处素
汪晫 处微
张玄 处虚
张谠 处言
宋徭 处业
王万 处一
叶初春 处元
明公遐 处约
江侧 处中
王敦 处仲
王瑚 处仲
李濂 川父
曾贯 传道
韩宗师 传道
杨凤苞 传九
李卑 传平
李开先 传一
蒲宗孟 传正
程先 传之
李允则 垂范
叶京 垂孙
魏羽 垂天
韦贻范 垂宪
卞衮 垂象
顾云 垂象
崔胤 垂休
杨日严 垂训
王茂荫 椿年
七十一 椿园
王霖 春波
王沂之 春伯
罗点 春伯
靳更生 春伯
雷应春 春伯
王源 春槎
陈焕章 春成
谢邦翰 春池
龙汝元 春舫
孙坤 春夫
李品芳 春皋
汪宗元 春谷
庄应会 春侯
杜煦 春晖
陆元鼎 春江
程同文 春庐
李翮 春麓
陆宇燝 春明
姚椿 春木
汪承霈 春农
鼓三元 春浦
胡秉虔 春乔
吴育 春卿
周春年 春卿
周孟阳 春卿
桓荣 春卿
喻国人 春山
张澹 春水
邵大椿 春叟
汪为霖 春田
李元开 春田
鲍超 春霆
归子顾 春阳
吴弘济 春阳
沈甲 春瑶
张鉴 春冶
夏驷 春茵
翟均廉 春沚
虞奕 纯臣
彭时 纯道
冀练 纯夫
施显卿 纯甫
王心一 纯甫
伍浩 纯甫
沈练 纯甫
李伯玉 纯甫
刘德温 纯甫
曾觌 纯甫
杨掞 纯甫
梅守德 纯甫
应纯之 纯甫
戴金 纯甫
畅师文 纯甫
余天锡 纯父
沈思孝 纯父
谢天锡 纯父
蔡剑 纯钩
张天锡 纯嘏
王新命 纯嘏
曹粹中 纯老
韩拙 纯全
任思谦 纯仁
闵乐 纯如
高粹曾 纯士
熊其英 纯叔
吴子孝 纯叔
许焞 纯也
杜立德 纯一
陈祐 纯益
孙玮 纯玉
黄瑗 纯玉
奚冈 纯章
文天锡 纯正
敖铣 纯之
李周 纯之
徐瑄 纯中
黎庶昌 莼斋
屠文漪 莼洲
张羲年 淳初
游元 淳夫
范祖禹 淳夫
汪大经 淳夫
韩重 淳夫
邹孟卿 淳甫
黄姬水 淳父
陆锦雯 淳高
刘尧夫 淳叟
刘锡嘏 淳斋
胡宗回 醇夫
袁宗儒 醇夫
魏庆之 醇甫
钱藻 醇老
戴熙 醇士
王喆生 醇叔
赵师孟 醇叟
缪仲 醇之
颜太初 醇之
庞籍 蠢庵
余鄂 慈柏
张伯龙 慈长
于义 慈恭
刘庠 慈民
荀爽 慈明
王望 慈卿
黄居宝 辞玉
费密 此度
虞寄 次安
刘良 次伯
阳识 次伯
艾希淳 次伯
郑昌 次昌
黄机 次辰
许溥化 次诚
张唐英 次初
宋敏求 次道
何充 次道
王志 次道
李骥 次德
王与之 次点
郑敬 次都
王审邦 次都
陈悰 次杜
温序 次房
佽非 次飞
齐召南 次风
王玖 次峰
孙岩 次皋
潘耒 次耕
阮应商 次赓
郑日奎 次公
盖宽饶 次公
杨杰 次公
桓宽 次公
黄霸 次公
董守谕 次公
杨偕 次公
寇城 次公
孙长卿 次公
李麟 次公
杜亚 次公
朱令昭 次公
许庭坚 次谷
王曜升 次谷
熊伯龙 次侯
黄吕 次黄
王彦泓 次回
陈策 次贾
萧育 次君
戴圣 次君
冷丰 次君
铫明 次况
巢堪 次朗
任旭 次龙
吴宗儒 次鲁
朱序 次伦
房琯 次律
沈琯 次律
张光纬 次民
蔡新 次明
吴豫杰 次谦
江充 次倩
李元度 次青
闾洁 次清
李思诚 次卿
王相如 次卿
严延年 次卿
范良遂 次卿
孙思诚 次卿
罗士琳 次球
刘鸿翱 次日
白慧元 次如
孔霸 次儒
吕南公 次儒
廖 次山
方侨 次山
郭峻 次山
元结 次山
陆玑 次山
恽世临 次山
王峻 次山
严仁 次山
李守诚 次生
李坚 次寿
周章 次叔
祭彤 次孙
李善 次孙
于荫霖 次棠
高翼 次同
高星紫 次薇
吴应箕 次尾
叶棠 次魏
钟兴 次文
吴伟 次翁
江革 次翁
于仲文 次武
刘昂 次霄
周起莘 次修
袁隗 次阳
杨守知 次也
唐绍祖 次衣
晁端礼 次膺
陆葇 次友
李可玖 次玉
李通 次元
汪谷 次元
龚恺 次元
曹岳 次岳
王岱 次岳
方翥 次云
郭知运 次张
梁安世 次张
戴凭 次仲
郭孝友 次仲
凌廷堪 次仲
李彦 次仲
石孝友 次仲
徐赓升 次舟
梁文濂 次周
楼望 次子
黄国尧 聪轩
高珩 葱佩
马骕 骢卿
彭蕴章 琮达
练纲 从道
陈中复 从道
虞复 从道
胡仲云 从甫
孙隆 从吉
邹伯颜 从吉
高守约 从简
吴垕 从礼
隋赟 从礼
华云 从龙
程湘 从龙
陈登云 从龙
张攀 从龙
崔琅 从律
苏思 从仁
汪舜民 从仁
殷善 从善
韩择 从善
赵师择 从善
徐师仁 从圣
陈良 从时
姜遵 从式
沈野 从先
翟绳祖 从先
林棨 从信
韩公武 从偃
窦怀贞 从一
李嘉祐 从一
何粲 从玉
程卓 从元
徐司马 从政
孙逢吉 从之
王若虚 从之
邓立中 从之
郑士懿 从之
翟善 从之
李大同 从仲
路应 从众
崔弘礼 从周
凌文 从周
卫次公 从周
洪孝先 从周
陈员韬 从周
张镐 从周
李昭述 从祖
崔伦 崔叙
崔衍 崔著
周遇吉 萃庵
吴师尹 萃乐
李处全 粹伯
何瑭 粹夫
暨陶 粹夫
李颀 粹老
刘琮 粹老
廖玖 粹老
蒋瑶 粹卿
蔡正孙 粹然
冯子材 粹亭
宋简 粹心
殷淳 粹远
陈琦 粹之
留元圭 粹中
陈全之 粹仲
顾湘 翠岚
郑仪孙 翠屏
华国光 村五
周闲 存伯
邬修 存诚
汪善 存初
阿荣 存初
赵仲 存道
夏完淳 存古
丰坊 存礼
盛敬 存礼
许亨 存礼
韩世能 存良
马士彰 存美
王 存纳
阮谦 存乾
娄志德 存仁
郭资 存仁
胡献征 存仁
王愫 存素
李待问 存我
黄溥 存吾
刘耕孙 存吾
郑须德 存修
牟子才 存斋
和素 存斋
高攀龙 存之
方宗诚 存之
毕减 存之
马植 存之
贾祥 存中
沈括 存中
张庸 存中
戴钧衡 存庄
王彦 存拙
曾敏行 达臣
李上达 达道
滕元发 达道
杨于陵 达夫
郑居中 达夫
邓得遇 达夫
高适 达夫
蒲大顺 达夫
凌敷 达夫
陆畅 达夫
罗洪先 达夫
王益恭 达夫
林通 达夫
戈守智 达夫
朱沆 达夫
罗克开 达甫
庄宇逵 达甫
廉希贤 达甫
孟导 达甫
可真 达观
毛恺 达和
汤建 达可
毛友 达可
若干凤 达摩
魏偁 达卿
靖天民 达卿
方学渐 达卿
程璋 达人
卫汝贵 达三
金觔 达三
王达 达善
张须 达善
何适 达生
干特 达士
郑士达 达世
王观 达叟
冯成修 达天
李让夷 达心
陈觉民 达野
程若庸 达原
危变林 达斋
乔达 达之
张泽 大被
潘中 大本
宋礼 大本
黄天性 大本
时中 大本
李宗讷 大辨
高尚贤 大宾
赵蕤 大宾
袁䅮 大宾
刘隆 大昌
祝公荣 大昌
余载 大车
符验 大充
普济 大川
翟灏 大川
井丹 大春
杨士林 大椿
杜婴 大醇
崔维雅 大醇
郑际熙 大纯
赵咏 大东
殷闻礼 大端
刘承规 大方
楼钥 大防
张风 大风
杜鼎升 大锋
朱长春 大复
蒋贵 大富
李元紘 大纲
石鉴 大观
王临 大观
赵瞻 大观
郑文融 大和
周济 大亨
吕声之 大亨
明中 大恒
蒋平阶 大鸿
行丕 大基
郑基成 大集
史楫 大济
荀藩 大坚
刘㮣 大节
李经纶 大经
张纶 大经
韩邦问 大经
章纶 大经
庄有可 大久
和鹏 大举
梁仲仁 大举
殷鹏 大举
周广 大均
查陶 大钧
朱维京 大可
毛奇龄 大可
权璩 大奎
袁应泰 大来
唐泰 大来
郭正中 大来
石鉴 大朗
吕冲之 大老
章世纯 大力
高孝本 大立
刘隗 大连
黎扩 大量
徐昂发 大临
温彦博 大临
姚临 大临
胡方 大灵
谢靖孙 大令
刁彝 大伦
袁经 大纶
钱茂律 大吕
蔡蓁春 大美
周昕 大明
张梁 大木
曹森 大木
郑成功 大木
郁植 大木
冯廷魁 大木
阮昌龄 大年
吴寿昌 大年
吴亿 大年
吴鼐 大年
史祺孙 大年
王龟 大年
马永卿 大年
赵令穰 大年
杨亿 大年
徐尊生 大年
周朴 大朴
张焜 大启
石玉 大器
张鼎 大器
侣钟 大器
蒋玑 大器
毛万龄 大千
吴瑗 大青
谢相 大卿
王无党 大群
令狐锟 大任
俞观能 大任
施钜 大任
丁川 大容
刘岩 大山
陈履谦 大涉
汪缙 大绅
解缙 大绅
甘振 大声
陈铎 大声
闪镗 大声
胡士宏 大生
游明 大升
张守中 大石
蒋元 大始
陈际泰 大士
裴子烈 大士
晃端禀 大受
朱同 大同
洪异 大同
林汝翥 大葳
徐林鸿 大文
周渔 大西
赵孚 大信
章平事 大修
李充 大逊
俞得儒 大雅
马全节 大雅
崔敦诗 大雅
韩元善 大雅
钱熙 大雅
孙作 大雅
徐熙 大雅
郭德海 大洋
姚夏 大也
韦博 大业
郭奕 大业
吴良 大仪
秦镛 大音
张逸 大隐
廖元度 大隐
赵隐 大隐
陆浩 大瀛
脱脱 大用
卢文进 大用
杨砥 大用
别儿怯不花 大用
蒋廷贵 大用
梁材 大用
马亭 大用
宫天授 大用
岳甫 大用
王驾 大用
罗贤 大用
王汝梅 大用
申屠致远 大用
必才 大用
赤盏尉忻 大用
张阐 大猷
司马攸 大猷
杨一鹏 大友
顾元庆 大有
汪元量 大有
年富 大有
刘有年 大有
丘吉 大佑
沈方 大愚
高湖 大渊
宗林 大章
姚夔 大章
荀组 大章
郑崇俭 大章
杨芮 大章
丁汝夔 大章
钟雅 大章
徐一夔 大章
龚诩 大章
牛蔚 大章
吕夔 大章
吕夏音 大昭
顾震 大震
余翱 大振
李纪 大正
夏溥 大之
韩奕 大之
种古 大质
陈世镕 大治
柳佥 大中
薛能 大拙
毛国翰 大宗
杭世骏 大宗
张域 大宗
秦朝釪 大樽
边珝 待价
李玨 待价
邵楚苌 待伦
许珍 待聘
苏总龟 待问
朱才 待问
林俊 待用
吴山涛 岱观
陈诗桓 岱门
崔如岳 岱齐
于嗣登 岱仙
俞兆岳 贷祯
王玉燕 玳梁
王日杏 丹宸
阎敬铭 丹初
张作楠 丹村
冯梦桂 丹棻
学诚 丹奉
孙光惖 丹扶
李孚青 丹壑
乔昱 丹辉
乔世臣 丹葵
蒋彤 丹棱
窦群 丹列
桂超万 丹盟
董闻京 丹鸣
周士朴 丹其
何桂珍 丹畦
张联桂 丹叔
王敬铭 丹思
顾公燮 丹午
黄廷桂 丹崖
李凤苞 丹岩
侯进忠 丹一
陆凤藻 丹扆
叶佩荪 丹颖
陈于王 丹衷
张锡爵 担伯
吴景旭 旦生
张登 诞先
陶孚尹 诞仙
何世璂 澹庵
钱镇 澹安
钱若水 澹臣
李炯 澹成
虞景璜 澹初
高士奇 澹人
徐堂 澹人
钱瑛 澹人
秦缃业 澹如
方大淳 澹生
余怀 澹心
高简 澹游
任曾贻 淡存
孙自一 淡如
章钏 淡塘
冯时行 当可
陈次升 当时
缪昌期 当时
魏行可 当时
吴正治 当世
冯京 当世
薛和 导穆
于敖 蹈中
刘子章 道暗
刘秀之 道宝
尤义 道本
霍德行 道本
魏良臣 道弼
王嶷 道长
章黼 道常
严澄 道彻
娄宝 道成
雷有终 道成
刘粹 道冲
闵文振 道充
林公一 道初
柳贯 道传
方国儒 道醇
刘正 道醇
王世睿 道存
詹凤翔 道存
夏霖 道存
程直方 道大
抱嶷 道德
李坛 道登
李冏 道度
蒯恩 道恩
李玙 道璠
答禄与权 道夫
萧世显 道夫
黄樵仲 道夫
边裕 道夫
王时中 道夫
吕经 道夫
周汝舟 道夫
何耕 道夫
余韶 道夫
吴一贯 道夫
曾王孙 道扶
黄儒 道辅
童贯 道辅
魏泰 道辅
方元采 道辅
李三才 道甫
孙继鲁 道甫
栗应宏 道甫
贡师道 道甫
王自中 道甫
陈道复 道复
李孟 道复
吴渊 道父
神邕 道恭
李彪 道固
丘冠先 道光
刘敏元 道光
刘穆之 道和
周抚 道和
郑孝穆 道和
唐邕 道和
袁质 道和
何天衢 道亨
王道亨 道亨
徐嘉泰 道亨
沈邵 道辉
陵 道晖
徐照 道徽
郗鉴 道机
贺若谊 道吉
万应隆 道济
刘德渊 道济
范理 道济
魏仁浦 道济
张说 道济
冯拯 道济
庚和 道季
刘牢之 道坚
常璩 道将
苟晞 道将
袁溉 道洁
桓振 道金
元澄 道镜
仲恒 道久
正勉 道可
方公权 道立
支遁 道林
刘蒙叟 道民
慕容钟 道明
沈亮 道明
朵儿赤 道明
王奂 道明
蔡谟 道明
诸葛恢 道明
秦耀 道明
荀闿 道明
朱嗣孟 道鸣
赵文孙 道鸣
邓钟 道鸣
许彦 道谟
汤若望 道末
戴明说 道默
崔子忠 道母
胡文学 道南
吴健彰 道普
裴邵 道期
蔡克廉 道卿
林祖述 道卿
陈靖 道卿
陆贺 道卿
陆履廉 道卿
张祥鸢 道卿
叶清臣 道卿
范迪简 道卿
冯行可 道卿
许贯之 道卿
玄素 道清
檀郁 道清
江灌 道群
高谦之 道让
石公揆 道任
司马消难 道融
陈炼 道柔
